Temperatur,Luftfeuchtigkeit,CO2,Wassergehalt,Minute,Stunde,Wochentag_Monday,Wochentag_Saturday,Wochentag_Sunday,Wochentag_Tuesday,Wochentag_Wednesday,Wochentag_Friday,Wochentag_Thursday,Vorhersage
-0.8997090885185972,0.7191020578698182,-0.982005009261801,0.34158534817328207,20,0,0,1,0,0,0,0,0,0.0
-0.9480513114413063,0.7191020578698182,-0.9729811197382872,0.31853869278900476,21,0,0,1,0,0,0,0,0,0.0
-0.8997090885185972,0.7191020578698182,-0.9729811197382872,0.34158534817328207,22,0,0,1,0,0,0,0,0,0.0
-0.8997090885185972,0.7191020578698182,-0.9679678477807784,0.34158534817328207,23,0,0,1,0,0,0,0,0,0.0
-0.8997090885185972,0.7452388753673994,-0.9840103180448052,0.3684726868505874,23,0,0,1,0,0,0,0,0,0.0
-0.8997090885185972,0.7452388753673994,-0.9779943916957959,0.3684726868505874,24,0,0,1,0,0,0,0,0,0.0
-0.8997090885185972,0.7452388753673994,-0.9774930645000441,0.3684726868505874,26,0,0,1,0,0,0,0,0,0.0
-0.8997090885185972,0.7612113749492538,-0.9789970460872964,0.38490439254289466,27,0,0,1,0,0,0,0,0,0.0
-0.8997090885185972,0.7321704666186087,-0.9895249171980626,0.3550288767735258,28,0,0,1,0,0,0,0,0,0.0
-0.8997090885185972,0.7452388753673994,-0.9895249171980626,0.3684726868505874,29,0,0,1,0,0,0,0,0,0.0
-0.8997090885185972,0.7452388753673994,-0.9789970460872964,0.3684726868505874,29,0,0,1,0,0,0,0,0,0.0
-0.8997090885185972,0.7452388753673994,-0.9789970460872964,0.3684726868505874,30,0,0,1,0,0,0,0,0,0.0
-0.8997090885185972,0.7771838745311083,-0.9860156268278061,0.4013365187417869,32,0,0,1,0,0,0,0,0,0.0
-0.972222422902593,0.7771838745311083,-0.9805010276745487,0.3665775409522452,33,0,0,1,0,0,0,0,0,0.0
-0.8997090885185972,0.7771838745311083,-0.9759890829127917,0.4013365187417869,34,0,0,1,0,0,0,0,0,0.0
-0.8997090885185972,0.7902522832798968,-0.9729811197382872,0.4147812984165695,35,0,0,1,0,0,0,0,0,0.0
-0.8997090885185972,0.8192931916105418,-0.9789970460872964,0.44465959449205045,36,0,0,1,0,0,0,0,0,0.0
-1.0447357572865887,0.8246173581378177,-0.9900262443938144,0.3803881116170888,36,0,0,1,0,0,0,0,0,0.0
-1.0447357572865887,0.8352656911923962,-0.9805010276745487,0.3912683168828176,38,0,0,1,0,0,0,0,0,0.0
-1.0447357572865887,0.8497861453577198,-0.9880209356108103,0.40610525754308285,39,0,0,1,0,0,0,0,0,0.0
-1.0447357572865887,0.8643065995230412,-0.9955408435470718,0.42094254104051676,40,0,0,1,0,0,0,0,0,0.0
-1.0447357572865887,0.8643065995230412,-0.9880209356108103,0.42094254104051676,40,0,0,1,0,0,0,0,0,0.0
-1.0447357572865887,0.8643065995230412,-0.9789970460872964,0.42094254104051676,42,0,0,1,0,0,0,0,0,0.0
-0.972222422902593,0.8643065995230412,-0.9835089908490533,0.4559049332940061,42,0,0,1,0,0,0,0,0,0.0
-1.0084790900945908,0.8839092126462271,-0.9805010276745487,0.45847605714774436,43,0,0,1,0,0,0,0,0,0.0
-0.972222422902593,0.9064159166024769,-0.9699731565637826,0.4990842945347347,45,0,0,1,0,0,0,0,0,0.0
-1.0447357572865887,0.9223884161843313,-0.9910288987853149,0.4802951036409828,46,0,0,1,0,0,0,0,0,0.0
-1.0447357572865887,0.9223884161843313,-0.9895249171980626,0.4802951036409828,47,0,0,1,0,0,0,0,0,0.0
-1.0447357572865887,0.9223884161843313,-0.9962928343406979,0.4802951036409828,48,0,0,1,0,0,0,0,0,0.0
-1.0447357572865887,0.9354568249331199,-1.0000527883088288,0.4936501862863901,49,0,0,1,0,0,0,0,0,0.0
-1.0447357572865887,0.9514293245149743,-1.006068714657838,0.5099734422740436,49,0,0,1,0,0,0,0,0,0.0
-1.0447357572865887,0.9644977332637649,-1.001556769896081,0.5233291421643311,51,0,0,1,0,0,0,0,0,0.0
-1.0447357572865887,0.9804702328456193,-0.9880209356108103,0.539653152588841,52,0,0,1,0,0,0,0,0,0.0
-1.0447357572865887,0.9804702328456193,-0.9774930645000441,0.539653152588841,53,0,0,1,0,0,0,0,0,0.0
-1.0447357572865887,0.9804702328456193,-0.9744851013255394,0.539653152588841,53,0,0,1,0,0,0,0,0,0.0
-1.0447357572865887,0.990150535622492,-0.9769917373042922,0.5495466941951512,55,0,0,1,0,0,0,0,0,0.0
-1.0447357572865887,1.0095111411762643,-0.9850129724363056,0.5693342346806275,55,0,0,1,0,0,0,0,0,0.0
-1.0447357572865887,1.0095111411762643,-0.9920315531768154,0.5693342346806275,56,0,0,1,0,0,0,0,0,0.0
-1.0447357572865887,1.0095111411762643,-0.9955408435470718,0.5693342346806275,58,0,0,1,0,0,0,0,0,0.0
-1.0447357572865887,1.0356479586738454,-0.9925328803725672,0.5960483815111199,59,0,0,1,0,0,0,0,0,0.0
-1.0447357572865887,1.0356479586738454,-0.9955408435470718,0.5960483815111199,0,1,0,1,0,0,0,0,0,0.0
-1.0447357572865887,1.022579549925055,-0.9940368619598196,0.5826911691895215,1,1,0,1,0,0,0,0,0,0.0
-1.0447357572865887,1.0516204582556998,-0.9759890829127917,0.6123742405268569,1,1,0,1,0,0,0,0,0,0.0
-1.0447357572865887,1.0516204582556998,-0.9910288987853149,0.6123742405268569,2,1,0,1,0,0,0,0,0,0.0
-1.0447357572865887,1.0675929578375545,-0.9895249171980626,0.6287005145757473,4,1,0,1,0,0,0,0,0,0.0
-1.0447357572865887,1.0675929578375545,-1.0030607514833334,0.6287005145757473,5,1,0,1,0,0,0,0,0,0.0
-1.0447357572865887,1.0675929578375545,-0.9895249171980626,0.6287005145757473,6,1,0,1,0,0,0,0,0,0.0
-1.0447357572865887,1.080661366586343,-0.9985488067215764,0.6420586838742843,7,1,0,1,0,0,0,0,0,0.0
-1.0447357572865887,1.0675929578375545,-0.9940368619598196,0.6287005145757473,8,1,0,1,0,0,0,0,0,0.0
-1.0447357572865887,1.0675929578375545,-0.9895249171980626,0.6287005145757473,8,1,0,1,0,0,0,0,0,0.0
-1.0447357572865887,1.0937297753351334,-0.9895249171980626,0.6554171310242414,9,1,0,1,0,0,0,0,0,0.0
-1.0447357572865887,1.0937297753351334,-0.9860156268278061,0.6554171310242414,11,1,0,1,0,0,0,0,0,0.0
-1.0447357572865887,1.0937297753351334,-0.9970448251343241,0.6554171310242414,12,1,0,1,0,0,0,0,0,0.0
-1.0447357572865887,1.1256747744988425,-0.9940368619598196,0.6880722827199605,13,1,0,1,0,0,0,0,0,0.0
-1.0447357572865887,1.0937297753351334,-0.9940368619598196,0.6554171310242414,14,1,0,1,0,0,0,0,0,0.0
-1.0447357572865887,1.1256747744988425,-1.0000527883088288,0.6880722827199605,14,1,0,1,0,0,0,0,0,0.0
-1.0447357572865887,1.1256747744988425,-0.9880209356108103,0.6880722827199605,15,1,0,1,0,0,0,0,0,0.0
-1.0447357572865887,1.1256747744988425,-0.9759890829127917,0.6880722827199605,17,1,0,1,0,0,0,0,0,0.0
-1.0447357572865887,1.1547156828294873,-0.9955408435470718,0.7177602251235718,18,1,0,1,0,0,0,0,0,0.0
-1.0447357572865887,1.140195228664166,-1.001556769896081,0.7029160823841715,19,1,0,1,0,0,0,0,0,0.0
-1.0447357572865887,1.1547156828294873,-1.006068714657838,0.7177602251235718,20,1,0,1,0,0,0,0,0,0.0
-1.0447357572865887,1.1547156828294873,-0.986516954023558,0.7177602251235718,21,1,0,1,0,0,0,0,0,0.0
-1.0447357572865887,1.1547156828294873,-0.9940368619598196,0.7177602251235718,21,1,0,1,0,0,0,0,0,0.0
-1.0447357572865887,1.1808525003270685,-0.9880209356108103,0.7444805466413307,23,1,0,1,0,0,0,0,0,0.0
-1.1106569703629499,1.167784091578278,-0.9955408435470718,0.6984526338251651,24,1,0,1,0,0,0,0,0,0.0
-1.0447357572865887,1.1808525003270685,-0.9850129724363056,0.7444805466413307,25,1,0,1,0,0,0,0,0,0.0
-1.1106569703629499,1.1808525003270685,-0.9895249171980626,0.7117708969739922,25,1,0,1,0,0,0,0,0,0.0
-1.1106569703629499,1.167784091578278,-0.9880209356108103,0.6984526338251651,27,1,0,1,0,0,0,0,0,0.0
-1.1106569703629499,1.167784091578278,-0.986516954023558,0.6984526338251651,27,1,0,1,0,0,0,0,0,0.0
-1.0886832326707843,1.1827885608824533,-0.9729811197382872,0.7246392394139595,28,1,0,1,0,0,0,0,0,0.0
-1.0447357572865887,1.2127974994907775,-0.9744851013255394,0.7771402270690299,30,1,0,1,0,0,0,0,0,0.0
-1.0447357572865887,1.1808525003270685,-0.9774930645000441,0.7444805466413307,31,1,0,1,0,0,0,0,0,0.0
-1.0447357572865887,1.2127974994907775,-0.9925328803725672,0.7771402270690299,32,1,0,1,0,0,0,0,0,0.0
-1.0886832326707843,1.2021491664361967,-0.9860156268278061,0.7443913084163729,33,1,0,1,0,0,0,0,0,0.0
-1.0447357572865887,1.2127974994907775,-0.9870182812193098,0.7771402270690299,34,1,0,1,0,0,0,0,0,0.0
-1.0447357572865887,1.2127974994907775,-0.9850129724363056,0.7771402270690299,34,1,0,1,0,0,0,0,0,0.0
-1.0447357572865887,1.2127974994907775,-0.9759890829127917,0.7771402270690299,36,1,0,1,0,0,0,0,0,0.0
-1.0447357572865887,1.2127974994907775,-0.982005009261801,0.7771402270690299,37,1,0,1,0,0,0,0,0,0.0
-1.0447357572865887,1.2127974994907775,-0.9880209356108103,0.7771402270690299,38,1,0,1,0,0,0,0,0,0.0
-1.0447357572865887,1.2127974994907775,-0.9759890829127917,0.7771402270690299,38,1,0,1,0,0,0,0,0,0.0
-1.0447357572865887,1.2302220444891627,-0.9860156268278061,0.7949552981978104,40,1,0,1,0,0,0,0,0,0.0
-1.0447357572865887,1.2389343169883564,-0.9910288987853149,0.8038630190612082,40,1,0,1,0,0,0,0,0,0.0
-1.0447357572865887,1.2389343169883564,-0.9970448251343241,0.8038630190612082,41,1,0,1,0,0,0,0,0,0.0
-1.0447357572865887,1.2708793161520655,-0.9880209356108103,0.836525719166919,43,1,0,1,0,0,0,0,0,0.0
-1.0447357572865887,1.2389343169883564,-0.9910288987853149,0.8038630190612082,44,1,0,1,0,0,0,0,0,0.0
-1.0447357572865887,1.2389343169883564,-0.9880209356108103,0.8038630190612082,45,1,0,1,0,0,0,0,0,0.0
-1.0447357572865887,1.2389343169883564,-0.9925328803725672,0.8038630190612082,46,1,0,1,0,0,0,0,0,0.0
-1.0447357572865887,1.2708793161520655,-0.9920315531768154,0.836525719166919,46,1,0,1,0,0,0,0,0,0.0
-1.1106569703629499,1.254906816570211,-0.9940368619598196,0.7872462717776932,47,1,0,1,0,0,0,0,0,0.0
-1.1106569703629499,1.2708793161520655,-0.9970448251343241,0.8035264370157312,49,1,0,1,0,0,0,0,0,0.0
-1.176578183439311,1.2389343169883564,-0.9925328803725672,0.7381608767014297,50,1,0,1,0,0,0,0,0,0.0
-1.1106569703629499,1.254906816570211,-0.9970448251343241,0.7872462717776932,51,1,0,1,0,0,0,0,0,0.0
-1.0447357572865887,1.2708793161520655,-0.9895249171980626,0.836525719166919,52,1,0,1,0,0,0,0,0,0.0
-1.176578183439311,1.2708793161520655,-0.9759890829127917,0.770618301368385,53,1,0,1,0,0,0,0,0,0.0
-1.1326307080551155,1.2708793161520655,-0.9759890829127917,0.792546941898574,53,1,0,1,0,0,0,0,0,0.0
-1.1106569703629499,1.285399770317389,-0.9729811197382872,0.8183269453179634,54,1,0,1,0,0,0,0,0,0.0
-1.0447357572865887,1.2999202244827104,-0.982005009261801,0.8662205242607126,56,1,0,1,0,0,0,0,0,0.0
-1.176578183439311,1.2708793161520655,-0.9835089908490533,0.770618301368385,57,1,0,1,0,0,0,0,0,0.0
-1.176578183439311,1.2708793161520655,-0.9850129724363056,0.770618301368385,58,1,0,1,0,0,0,0,0,0.0
-1.0447357572865887,1.2999202244827104,-0.9880209356108103,0.8662205242607126,59,1,0,1,0,0,0,0,0,0.0
-1.1106569703629499,1.285399770317389,-0.9654612118020256,0.8183269453179634,59,1,0,1,0,0,0,0,0,0.0
-1.1326307080551155,1.308632496981904,-0.9810023548703005,0.830988554397465,0,2,0,1,0,0,0,0,0,0.0
-1.176578183439311,1.2999202244827104,-0.9850129724363056,0.8001264744394326,2,2,0,1,0,0,0,0,0,0.0
-1.176578183439311,1.2999202244827104,-0.9850129724363056,0.8001264744394326,3,2,0,1,0,0,0,0,0,0.0
-1.176578183439311,1.2999202244827104,-0.9805010276745487,0.8001264744394326,4,2,0,1,0,0,0,0,0,0.0
-1.143617576901128,1.3064544288571058,-0.9677171841829041,0.8232657243554625,5,2,0,1,0,0,0,0,0,0.0
-1.176578183439311,1.2999202244827104,-0.9789970460872964,0.8001264744394326,6,2,0,1,0,0,0,0,0,0.0
-1.176578183439311,1.2999202244827104,-0.9805010276745487,0.8001264744394326,6,2,0,1,0,0,0,0,0,0.0
-1.176578183439311,1.2999202244827104,-0.982005009261801,0.8001264744394326,8,2,0,1,0,0,0,0,0,0.0
-1.176578183439311,1.3260570419802915,-0.9970448251343241,0.8266849893163719,9,2,0,1,0,0,0,0,0,0.0
-1.176578183439311,1.312988633231501,-0.982005009261801,0.8134055946098295,10,2,0,1,0,0,0,0,0,0.0
-1.176578183439311,1.3260570419802915,-0.9880209356108103,0.8266849893163719,10,2,0,1,0,0,0,0,0,0.0
-1.176578183439311,1.3260570419802915,-0.9985488067215764,0.8266849893163719,12,2,0,1,0,0,0,0,0,0.0
-1.176578183439311,1.3260570419802915,-1.0030607514833334,0.8266849893163719,12,2,0,1,0,0,0,0,0,0.0
-1.176578183439311,1.3260570419802915,-0.9895249171980626,0.8266849893163719,13,2,0,1,0,0,0,0,0,0.0
-1.176578183439311,1.3260570419802915,-0.9699731565637826,0.8266849893163719,15,2,0,1,0,0,0,0,0,0.0
-1.176578183439311,1.3260570419802915,-0.982005009261801,0.8266849893163719,16,2,0,1,0,0,0,0,0,0.0
-1.176578183439311,1.3580020411440006,-0.982005009261801,0.8591468877474887,17,2,0,1,0,0,0,0,0,0.0
-1.176578183439311,1.3580020411440006,-0.9805010276745487,0.8591468877474887,18,2,0,1,0,0,0,0,0,0.0
-1.176578183439311,1.3580020411440006,-0.9739837741297876,0.8591468877474887,19,2,0,1,0,0,0,0,0,0.0
-1.176578183439311,1.3580020411440006,-0.9744851013255394,0.8591468877474887,19,2,0,1,0,0,0,0,0,0.0
-1.176578183439311,1.3580020411440006,-0.9789970460872964,0.8591468877474887,21,2,0,1,0,0,0,0,0,0.0
-1.176578183439311,1.3580020411440006,-0.9805010276745487,0.8591468877474887,22,2,0,1,0,0,0,0,0,0.0
-1.176578183439311,1.3580020411440006,-0.9850129724363056,0.8591468877474887,23,2,0,1,0,0,0,0,0,0.0
-1.176578183439311,1.371070449892789,-0.9895249171980626,0.8724272281426446,23,2,0,1,0,0,0,0,0,0.0
-1.176578183439311,1.3580020411440006,-0.9970448251343241,0.8591468877474887,25,2,0,1,0,0,0,0,0,0.0
-1.176578183439311,1.3580020411440006,-0.9925328803725672,0.8591468877474887,25,2,0,1,0,0,0,0,0,0.0
-1.176578183439311,1.3580020411440006,-0.9940368619598196,0.8591468877474887,26,2,0,1,0,0,0,0,0,0.0
-1.176578183439311,1.3580020411440006,-0.9910288987853149,0.8591468877474887,28,2,0,1,0,0,0,0,0,0.0
-1.176578183439311,1.3776046542671843,-0.9779943916957959,0.8790675013048727,29,2,0,1,0,0,0,0,0,0.0
-1.176578183439311,1.3841388586415795,-0.9659625389977775,0.8857078431116344,30,2,0,1,0,0,0,0,0,0.0
-1.176578183439311,1.3841388586415795,-0.9669651933892779,0.8857078431116344,31,2,0,1,0,0,0,0,0,0.0
-1.176578183439311,1.3841388586415795,-0.986516954023558,0.8857078431116344,31,2,0,1,0,0,0,0,0,0.0
-1.176578183439311,1.3841388586415795,-0.9759890829127917,0.8857078431116344,32,2,0,1,0,0,0,0,0,0.0
-1.176578183439311,1.3841388586415795,-0.9880209356108103,0.8857078431116344,34,2,0,1,0,0,0,0,0,0.0
-1.176578183439311,1.3841388586415795,-0.9940368619598196,0.8857078431116344,35,2,0,1,0,0,0,0,0,0.0
-1.2161309112851237,1.40543552475071,-0.9860156268278061,0.8873911802133534,36,2,0,1,0,0,0,0,0,0.0
-1.176578183439311,1.4160838578052886,-0.9669651933892779,0.918172724566126,37,2,0,1,0,0,0,0,0,0.0
-1.2556836391309414,1.4160838578052886,-0.9779943916957959,0.8782454878849539,38,2,0,1,0,0,0,0,0,0.0
-1.176578183439311,1.4160838578052886,-0.9767410737064179,0.918172724566126,38,2,0,1,0,0,0,0,0,0.0
-1.176578183439311,1.4160838578052886,-0.9850129724363056,0.918172724566126,39,2,0,1,0,0,0,0,0,0.0
-1.2359072752080327,1.4160838578052886,-0.9729811197382872,0.8882148657461485,41,2,0,1,0,0,0,0,0,0.0
-1.176578183439311,1.4001113582234341,-0.986516954023558,0.9019400787420342,42,2,0,1,0,0,0,0,0,0.0
-1.176578183439311,1.4160838578052886,-0.9940368619598196,0.918172724566126,43,2,0,1,0,0,0,0,0,0.0
-1.176578183439311,1.4160838578052886,-0.9940368619598196,0.918172724566126,44,2,0,1,0,0,0,0,0,0.0
-1.176578183439311,1.4160838578052886,-0.9990501339173283,0.918172724566126,44,2,0,1,0,0,0,0,0,0.0
-1.2359072752080327,1.4160838578052886,-0.986516954023558,0.8882148657461485,45,2,0,1,0,0,0,0,0,0.0
-1.176578183439311,1.4160838578052886,-0.986516954023558,0.918172724566126,47,2,0,1,0,0,0,0,0,0.0
-1.176578183439311,1.4160838578052886,-0.9850129724363056,0.918172724566126,48,2,0,1,0,0,0,0,0,0.0
-1.176578183439311,1.4001113582234341,-0.9774930645000441,0.9019400787420342,49,2,0,1,0,0,0,0,0,0.0
-1.176578183439311,1.4160838578052886,-0.9684691749765302,0.918172724566126,50,2,0,1,0,0,0,0,0,0.0
-1.176578183439311,1.4160838578052886,-0.982005009261801,0.918172724566126,51,2,0,1,0,0,0,0,0,0.0
-1.176578183439311,1.430604311970612,-0.9985488067215764,0.9329300312820291,51,2,0,1,0,0,0,0,0,0.0
-1.176578183439311,1.4160838578052886,-0.986516954023558,0.918172724566126,53,2,0,1,0,0,0,0,0,0.0
-1.176578183439311,1.4160838578052886,-0.982005009261801,0.918172724566126,54,2,0,1,0,0,0,0,0,0.0
-1.176578183439311,1.4257641605821612,-0.9799997004787968,0.9280108913742728,55,2,0,1,0,0,0,0,0,0.0
-1.176578183439311,1.4160838578052886,-0.9880209356108103,0.918172724566126,55,2,0,1,0,0,0,0,0,0.0
-1.2161309112851237,1.4354444633590608,-0.9830076636533015,0.9178318051137548,57,2,0,1,0,0,0,0,0,0.0
-1.176578183439311,1.4451247661359334,-0.9789970460872964,0.9476876770257606,57,2,0,1,0,0,0,0,0,0.0
-1.176578183439311,1.4160838578052886,-0.986516954023558,0.918172724566126,58,2,0,1,0,0,0,0,0,0.0
-1.176578183439311,1.4354444633590608,-0.9900262443938144,0.9378492088595896,0,3,0,1,0,0,0,0,0,0.0
-1.176578183439311,1.4451247661359334,-0.9895249171980626,0.9476876770257606,1,3,0,1,0,0,0,0,0,0.0
-1.176578183439311,1.4451247661359334,-0.9940368619598196,0.9476876770257606,2,3,0,1,0,0,0,0,0,0.0
-1.295236366976759,1.430604311970612,-1.0030607514833334,0.8730052934216521,3,3,0,1,0,0,0,0,0,0.0
-1.176578183439311,1.4451247661359334,-0.9835089908490533,0.9476876770257606,4,3,0,1,0,0,0,0,0,0.0
-1.2161309112851237,1.4354444633590608,-0.9799997004787968,0.9178318051137548,4,3,0,1,0,0,0,0,0,0.0
-1.176578183439311,1.430604311970612,-0.9699731565637826,0.9329300312820291,6,3,0,1,0,0,0,0,0,0.0
-1.2359072752080327,1.4160838578052886,-0.982005009261801,0.8882148657461485,7,3,0,1,0,0,0,0,0,0.0
-1.176578183439311,1.4160838578052886,-0.986516954023558,0.918172724566126,8,3,0,1,0,0,0,0,0,0.0
-1.176578183439311,1.4160838578052886,-0.9799997004787968,0.918172724566126,8,3,0,1,0,0,0,0,0,0.0
-1.2062427293236742,1.430604311970612,-0.9902769079916888,0.9179208399487684,10,3,0,1,0,0,0,0,0,0.0
-1.176578183439311,1.4160838578052886,-0.9940368619598196,0.918172724566126,10,3,0,1,0,0,0,0,0,0.0
-1.176578183439311,1.4160838578052886,-0.9835089908490533,0.918172724566126,11,3,0,1,0,0,0,0,0,0.0
-1.176578183439311,1.4160838578052886,-0.9910288987853149,0.918172724566126,13,3,0,1,0,0,0,0,0,0.0
-1.176578183439311,1.4160838578052886,-0.9880209356108103,0.918172724566126,14,3,0,1,0,0,0,0,0,0.0
-1.176578183439311,1.4160838578052886,-0.9842609816426795,0.918172724566126,15,3,0,1,0,0,0,0,0,0.0
-1.176578183439311,1.4160838578052886,-0.9850129724363056,0.918172724566126,16,3,0,1,0,0,0,0,0,0.0
-1.176578183439311,1.4160838578052886,-0.9895249171980626,0.918172724566126,16,3,0,1,0,0,0,0,0,0.0
-1.2062427293236742,1.4233440848879493,-0.9752370921191656,0.9105526107474221,17,3,0,1,0,0,0,0,0,0.0
-1.295236366976759,1.4160838578052886,-0.9774930645000441,0.858331558888012,19,3,0,1,0,0,0,0,0,0.0
-1.295236366976759,1.4451247661359334,-1.001556769896081,0.8876793631696832,20,3,0,1,0,0,0,0,0,0.0
-1.295236366976759,1.4451247661359334,-0.9880209356108103,0.8876793631696832,21,3,0,1,0,0,0,0,0,0.0
-1.295236366976759,1.4451247661359334,-0.9880209356108103,0.8876793631696832,22,3,0,1,0,0,0,0,0,0.0
-1.295236366976759,1.4451247661359334,-0.9925328803725672,0.8876793631696832,23,3,0,1,0,0,0,0,0,0.0
-1.295236366976759,1.4451247661359334,-0.9835089908490533,0.8876793631696832,23,3,0,1,0,0,0,0,0,0.0
-1.295236366976759,1.4451247661359334,-0.982005009261801,0.8876793631696832,24,3,0,1,0,0,0,0,0,0.0
-1.295236366976759,1.4451247661359334,-0.9744851013255394,0.8876793631696832,26,3,0,1,0,0,0,0,0,0.0
-1.295236366976759,1.4451247661359334,-0.9759890829127917,0.8876793631696832,27,3,0,1,0,0,0,0,0,0.0
-1.295236366976759,1.4451247661359334,-0.9805010276745487,0.8876793631696832,28,3,0,1,0,0,0,0,0,0.0
-1.295236366976759,1.4625493111343209,-0.9920315531768154,0.9052886893665213,29,3,0,1,0,0,0,0,0,0.0
-1.3611575800531202,1.458193174884724,-0.982005009261801,0.8676357603261595,29,3,0,1,0,0,0,0,0,0.0
-1.295236366976759,1.4712615836335148,-0.9774930645000441,0.9140935334932156,30,3,0,1,0,0,0,0,0,0.0
-1.295236366976759,1.4712615836335148,-0.9930342075683191,0.9140935334932156,32,3,0,1,0,0,0,0,0,0.0
-1.295236366976759,1.4451247661359334,-0.9850129724363056,0.8876793631696832,33,3,0,1,0,0,0,0,0,0.0
-1.295236366976759,1.4451247661359334,-0.9835089908490533,0.8876793631696832,34,3,0,1,0,0,0,0,0,0.0
-1.295236366976759,1.4451247661359334,-0.9880209356108103,0.8876793631696832,35,3,0,1,0,0,0,0,0,0.0
-1.295236366976759,1.4538370386351271,-0.9930342075683191,0.8964839659262998,36,3,0,1,0,0,0,0,0,0.0
-1.3611575800531202,1.430604311970612,-0.9955408435470718,0.8398426143480486,36,3,0,1,0,0,0,0,0,0.0
-1.295236366976759,1.4451247661359334,-0.9970448251343241,0.8876793631696832,38,3,0,1,0,0,0,0,0,0.0
-1.3391838423609543,1.4451247661359334,-0.9920315531768154,0.8655298585864272,39,3,0,1,0,0,0,0,0,0.0
-1.295236366976759,1.4712615836335148,-0.9880209356108103,0.9140935334932156,40,3,0,1,0,0,0,0,0,0.0
-1.3611575800531202,1.4451247661359334,-1.001556769896081,0.8544704360094498,40,3,0,1,0,0,0,0,0,0.0
-1.295236366976759,1.458193174884724,-1.0000527883088288,0.900886312560832,42,3,0,1,0,0,0,0,0,0.0
-1.295236366976759,1.4712615836335148,-0.9990501339173283,0.9140935334932156,42,3,0,1,0,0,0,0,0,0.0
-1.3611575800531202,1.458193174884724,-0.9835089908490533,0.8676357603261595,43,3,0,1,0,0,0,0,0,0.0
-1.3611575800531202,1.458193174884724,-1.006068714657838,0.8676357603261595,45,3,0,1,0,0,0,0,0,0.0
-1.3611575800531202,1.458193174884724,-1.0075726962450904,0.8676357603261595,46,3,0,1,0,0,0,0,0,0.0
-1.3611575800531202,1.430604311970612,-1.006068714657838,0.8398426143480486,47,3,0,1,0,0,0,0,0,0.0
-1.295236366976759,1.4451247661359334,-1.0000527883088288,0.8876793631696832,48,3,0,1,0,0,0,0,0,0.0
-1.295236366976759,1.4516589705103289,-0.9880209356108103,0.8942828039230643,49,3,0,1,0,0,0,0,0,0.0
-1.3611575800531202,1.430604311970612,-0.9985488067215764,0.8398426143480486,49,3,0,1,0,0,0,0,0,0.0
-1.295236366976759,1.4712615836335148,-0.9910288987853149,0.9140935334932156,51,3,0,1,0,0,0,0,0,0.0
-1.4270787931294764,1.4160838578052886,-0.9910288987853149,0.792190311978673,52,3,0,1,0,0,0,0,0,0.0
